DayOfWeek,Date,Sales,Open,Promo,SchoolHoliday,StateHoliday_0,StateHoliday_a,StateHoliday_b,StateHoliday_c,dow_sin,dow_cos,Year_Normalized,day_year,day_year_sin,day_year_cos,is_weekend
1,2013-07-08,6070.0,1,0,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,189,-0.10944576864891556,-0.993992768446958,0
2,2013-07-09,5183.0,1,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,190,-0.12652781683868314,-0.9919630595773397,0
3,2013-07-10,5408.0,1,0,1,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,191,-0.1435724234118113,-0.9896398128792412,0
4,2013-07-11,5292.0,1,0,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,192,-0.16057454459499376,-0.9870237158387383,0
5,2013-07-12,5181.0,1,0,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,193,-0.17752914918703497,-0.984115542601034,0
6,2013-07-13,5237.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,194,-0.19443122004766195,-0.9809161537413774,1
7,2013-07-14,13010.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,195,-0.2112757555821793,-0.9774264960104055,1
1,2013-07-15,7953.0,1,1,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,196,-0.2280577712215198,-0.9736476020539838,0
2,2013-07-16,7077.0,1,1,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,197,-0.24477230089725957,-0.9695805901076308,0
3,2013-07-17,6551.0,1,1,1,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,198,-0.2614143985111562,-0.965226663665613,0
4,2013-07-18,6355.0,1,1,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,199,-0.2779791393987801,-0.9605871111248129,0
5,2013-07-19,5770.0,1,1,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,200,-0.2944616217868012,-0.9556633054034704,0
6,2013-07-20,5218.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,201,-0.3108569682435036,-0.9504567035349151,1
7,2013-07-21,10880.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,202,-0.3271603271220951,-0.9449688462364056,1
1,2013-07-22,5489.0,1,0,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,203,-0.34336687399638804,-0.939201357453208,0
2,2013-07-23,5092.0,1,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,204,-0.3594718130884232,-0.9331559438780432,0
3,2013-07-24,4980.0,1,0,1,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,205,-0.3754703786876202,-0.9268343944460494,0
4,2013-07-25,5110.0,1,0,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,206,-0.3913578365610259,-0.9202385798054075,0
5,2013-07-26,5014.0,1,0,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,207,-0.4071294853542516,-0.9133704517637858,0
6,2013-07-27,4897.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,208,-0.4227806579826773,-0.9062320427107697,1
7,2013-07-28,10728.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,209,-0.4383067230125192,-0.898825465016444,1
1,2013-07-29,8098.0,1,1,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,210,-0.45370308603134424,-0.8911529104063088,0
2,2013-07-30,8045.0,1,1,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,211,-0.46896519100763184,-0.8832166493127127,0
3,2013-07-31,7975.0,1,1,1,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,212,-0.48408852163897587,-0.8750190302029955,0
4,2013-08-01,7052.0,1,1,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,213,-0.4990686026885319,-0.8665624788845385,0
5,2013-08-02,6719.0,1,1,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,214,-0.5139010013093103,-0.8578494977869301,0
6,2013-08-03,5481.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,215,-0.5285813283559292,-0.8488826652214553,1
7,2013-08-04,14538.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,216,-0.5431052396834317,-0.8396646346181327,1
1,2013-08-05,5905.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,217,-0.5574684374327892,-0.8301981337405212,0
2,2013-08-06,5675.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,218,-0.5716666713027052,-0.8204859638785327,0
3,2013-08-07,5200.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,219,-0.5856957398073508,-0.8105309990194823,0
4,2013-08-08,5240.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,220,-0.5995514915196489,-0.8003361849976323,0
5,2013-08-09,5428.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,221,-0.6132298262997502,-0.7899045386224707,0
6,2013-08-10,5362.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,222,-0.6267266965083301,-0.7792391467859886,1
7,2013-08-11,12382.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,223,-0.6400381082043503,-0.7683431655492202,1
1,2013-08-12,8656.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,224,-0.65316012232693,-0.7572198192083127,0
2,2013-08-13,7823.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,225,-0.666088855860977,-0.7458723993404063,0
3,2013-08-14,7602.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,226,-0.6788204829862355,-0.734304263829602,0
4,2013-08-15,7106.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,227,-0.6913512362094071,-0.722518835873311,0
5,2013-08-16,6991.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,228,-0.7036774074790128,-0.7105196029692745,0
6,2013-08-17,4496.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,229,-0.7157953492826642,-0.6983101158835584,1
7,2013-08-18,11884.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,230,-0.7277014757264236,-0.6858939875998223,1
1,2013-08-19,5726.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,231,-0.7393922635959241,-0.673274892250183,0
2,2013-08-20,5349.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,232,-0.7508642533989489,-0.6604565640279754,0
3,2013-08-21,5042.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,233,-0.7621140503891487,-0.6474427960827475,0
4,2013-08-22,4855.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,234,-0.7731383255706026,-0.6342374393978054,0
5,2013-08-23,5267.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,235,-0.7839338166829201,-0.620844401650647,0
6,2013-08-24,4829.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,236,-0.7944973291665992,-0.6072676460566135,1
7,2013-08-25,11306.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,237,-0.8048257371083452,-0.593511190196115,1
1,2013-08-26,8885.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,238,-0.8149159841660791,-0.5795791048257612,0
2,2013-08-27,6598.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,239,-0.8247650844733614,-0.5654755126737576,0
3,2013-08-28,7139.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,240,-0.8343701235229538,-0.5512045872199277,0
4,2013-08-29,6156.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,241,-0.8437282590292712,-0.5367705514607103,0
5,2013-08-30,7207.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,242,-0.8528367217694595,-0.522177676659508,0
6,2013-08-31,5582.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,243,-0.8616928164028522,-0.5074302810827518,1
7,2013-09-01,13706.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,244,-0.8702939222685674,-0.49253272872205434,1
1,2013-09-02,5734.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,245,-0.8786374941610001,-0.4774894280028391,0
2,2013-09-03,5227.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,246,-0.886721063082993,-0.46230483047981086,0
3,2013-09-04,5602.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,247,-0.8945422369764496,-0.4469834295196741,0
4,2013-09-05,5223.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,248,-0.9020987014301837,-0.43152975897147144,0
5,2013-09-06,5242.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,249,-0.9093882203647925,-0.4159483918249421,0
6,2013-09-07,5428.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,250,-0.9164086366943458,-0.4002439388573056,1
7,2013-09-08,8383.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,251,-0.9231578729647039,-0.38442104726885545,1
1,2013-09-09,7959.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,252,-0.9296339319682695,-0.3684843993077793,0
2,2013-09-10,7756.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,253,-0.9358348973349941,-0.35243871088460327,0
3,2013-09-11,6800.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,254,-0.9417589340994617,-0.33628873017668287,0
4,2013-09-12,6439.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,255,-0.9474042892438845,-0.32003923622313857,0
5,2013-09-13,6417.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,256,-0.9527692922168511,-0.30369503751065885,0
6,2013-09-14,4951.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,257,-0.9578523554276669,-0.28726097055059635,1
7,2013-09-15,12193.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,258,-0.9626519747161487,-0.2707418984477642,1
1,2013-09-16,5575.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,259,-0.9671667297977312,-0.2541427094613622,0
2,2013-09-17,4940.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,260,-0.97139528468375,-0.23746831555846842,0
3,2013-09-18,4560.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,261,-0.9753363880767837,-0.2207236509605022,0
4,2013-09-19,4656.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,262,-0.9789888737409319,-0.20391367068311472,0
5,2013-09-20,4949.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,263,-0.9823516608469237,-0.18704334906991657,0
6,2013-09-21,4374.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,264,-0.9854237542919524,-0.17011767832049052,1
7,2013-09-22,7317.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,265,-0.9882042449941422,-0.15314166701312007,1
1,2013-09-23,7262.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,266,-0.9906923101615609,-0.13612033862266704,0
2,2013-09-24,6893.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,267,-0.9928872135356962,-0.11905873003404988,0
3,2013-09-25,6959.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,268,-0.994788305609327,-0.10196189005174576,0
4,2013-09-26,6629.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,269,-0.9963950238187231,-0.08483487790576538,0
5,2013-09-27,6565.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,270,-0.9977068927101168,-0.06768276175455162,0
6,2013-09-28,5088.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,271,-0.9987235240803972,-0.050510617185222886,1
7,2013-09-29,13267.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,272,-0.9994446170919858,-0.033323525711631344,1
1,2013-09-30,6269.0,1,0,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,273,-0.9998699583618592,-0.016126573270657762,0
2,2013-10-01,6191.0,1,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,274,-0.9999994220246925,0.001075151282798226,0
3,2013-10-02,6623.0,1,0,1,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,275,-0.999832969770105,0.018276557681691223,0
4,2013-10-03,13297.0,1,0,1,1,1,0,0,-0.433883739117558,-0.9009688679024191,0.0,276,-0.9993706508539969,0.03547255575312556,0
5,2013-10-04,5905.0,1,0,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,277,-0.9986126020839734,0.052658056924614005,0
6,2013-10-05,4823.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,278,-0.9975590477788613,0.06982797572987089,1
7,2013-10-06,9289.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,279,-0.9962102997023297,0.0869772313136861,1
1,2013-10-07,7854.0,1,1,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,280,-0.9945667569706337,0.1041007489354256,0
2,2013-10-08,6135.0,1,1,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,281,-0.9926289059345095,0.121193461470736,0
3,2013-10-09,6001.0,1,1,1,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,282,-0.9903973200352558,0.1382503109109819,0
4,2013-10-10,6329.0,1,1,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,283,-0.9878726596350429,0.15526624985999563,0
5,2013-10-11,6373.0,1,1,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,284,-0.9850556718215013,0.172236243027682,0
6,2013-10-12,5272.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,285,-0.981947190186646,0.18915526872004093,1
7,2013-10-13,12038.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,286,-0.9785481345802031,0.20601832032517084,1
1,2013-10-14,5194.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,287,-0.9748595108374125,0.22282040779479959,0
2,2013-10-15,4895.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,288,-0.9708824104813836,0.23955655912092708,0
3,2013-10-16,5261.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,289,-0.9666180104000972,0.2562218218071163,0
4,2013-10-17,5178.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,290,-0.9620675724981452,0.27281126433401914,0
5,2013-10-18,5117.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,291,-0.957232443323312,0.28931997761869527,0
6,2013-10-19,4906.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,292,-0.9521140536681102,0.3057430764672831,1
7,2013-10-20,7310.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,293,-0.9467139181463862,0.3220757010206104,1
1,2013-10-21,7494.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,294,-0.9410336347451197,0.3383130181923076,0
2,2013-10-22,6159.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,295,-0.9350748843515574,0.3544502230989869,0
3,2013-10-23,6317.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,296,-0.9288394302558068,0.3704825404820963,0
4,2013-10-24,5822.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,297,-0.9223291176290545,0.3864052261209853,0
5,2013-10-25,6328.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,298,-0.9155458729775467,0.40221356823680365,0
6,2013-10-26,4680.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,299,-0.9084917035725082,0.41790288888678667,1
7,2013-10-27,11363.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,300,-0.9011686968561569,0.4334685453485363,1
1,2013-10-28,5697.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,301,-0.8935790198239952,0.4489059314938798,0
2,2013-10-29,4843.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,302,-0.8857249183835637,0.4642104791518923,0
3,2013-10-30,5698.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,303,-0.8776087166898392,0.4793776594606945,0
4,2013-10-31,5860.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,304,-0.8692328164574792,0.49440298420761813,0
5,2013-11-01,6032.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,305,-0.8605996962501181,0.5092820071573356,0
6,2013-11-02,5588.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,306,-0.8517119107469189,0.5240103253675756,1
7,2013-11-03,8226.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,307,-0.8425720899866032,0.5385835804920232,1
1,2013-11-04,8776.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,308,-0.8331829385891785,0.5529974600700271,0
2,2013-11-05,7795.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,309,-0.8235472349556007,0.5672476988027229,0
3,2013-11-06,7105.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,310,-0.8136678304455991,0.5813300798152042,0
4,2013-11-07,6578.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,311,-0.8035476485339116,0.5952404359043674,0
5,2013-11-08,6459.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,312,-0.7931896839451843,0.6089746507720486,0
6,2013-11-09,5046.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,313,-0.7825970017677834,0.6225286602431057,1
7,2013-11-10,11525.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,314,-0.7717727365467836,0.6358984534680745,1
1,2013-11-11,5639.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,315,-0.7607200913564104,0.6490800741100398,0
2,2013-11-12,5165.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,316,-0.7494423368521954,0.6620696215153815,0
3,2013-11-13,5327.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,317,-0.7379428103031386,0.6748632518680403,0
4,2013-11-14,5330.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,318,-0.7262249146041543,0.6874571793269664,0
5,2013-11-15,5804.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,319,-0.7142921172691032,0.699847677146407,0
6,2013-11-16,5985.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,320,-0.7021479494046978,0.7120310787787131,1
7,2013-11-17,13629.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,321,-0.6897960046655887,0.7240037789593305,1
1,2013-11-18,8466.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,322,-0.6772399381909491,0.7357622347736527,0
2,2013-11-19,7868.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,323,-0.6644834655228552,0.7473029667054296,0
3,2013-11-20,7044.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,324,-0.6515303615068021,0.75862255966641,0
4,2013-11-21,6815.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,325,-0.6383844591746642,0.7697176640069211,0
5,2013-11-22,7078.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,326,-0.6250496486104377,0.7805849965070866,0
6,2013-11-23,5316.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,327,-0.6115298757991053,0.7912213413483807,1
7,2013-11-24,13413.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,328,-0.5978291414589552,0.801623551065242,1
1,2013-11-25,6360.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,329,-0.5839514998576998,0.8117885474764613,0
2,2013-11-26,5558.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,330,-0.5699010576127624,0.8217133225960589,0
3,2013-11-27,6521.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,331,-0.5556819724760489,0.8313949395234058,0
4,2013-11-28,6535.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,332,-0.5412984521036173,0.8408305333122887,0
5,2013-11-29,6406.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,333,-0.5267547528105542,0.8500173118187018,0
6,2013-11-30,6838.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,334,-0.5120551783114646,0.8589525565270845,1
7,2013-12-01,13087.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,335,-0.4972040784469378,0.8676336233547726,1
1,2013-12-02,9272.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,336,-0.4822058478963526,0.8760579434344281,0
2,2013-12-03,8591.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,337,-0.46706492487743034,0.8842230238742036,0
3,2013-12-04,7979.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,338,-0.451785789832884,0.8921264484954345,0
4,2013-12-05,9177.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,339,-0.4363729641045924,0.8997658785476209,0
5,2013-12-06,6823.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,340,-0.42083100859565564,0.9071390534005044,0
6,2013-12-07,6015.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,341,-0.4051645224207563,0.9142437912130223,1
7,2013-12-08,7815.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,342,-0.3893781415452015,0.9210779895789526,1
1,2013-12-09,5781.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,343,-0.37347653741307074,0.9276396261490467,0
2,2013-12-10,5777.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,344,-0.3574644155648614,0.9339267592294762,0
3,2013-12-11,6010.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,345,-0.34134651424503615,0.9399375283564133,0
4,2013-12-12,5560.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,346,-0.3251276029999093,0.9456701548465688,0
5,2013-12-13,5714.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,347,-0.30881248126625377,0.9511229423235357,0
6,2013-12-14,6264.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,348,-0.29240597695107734,0.9562942772197719,1
7,2013-12-15,13491.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,349,-0.27591294500296043,0.9611826292540837,1
1,2013-12-16,11113.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,350,-0.2593382659754056,0.9657865518844574,0
2,2013-12-17,9498.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,351,-0.2426868445825954,0.9701046827361175,0
3,2013-12-18,8347.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,352,-0.22596360824801906,0.974135744004672,0
4,2013-12-19,8730.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,353,-0.20917350564635637,0.9778785428342386,0
5,2013-12-20,8917.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,354,-0.19232150523909483,0.9813319716704275,0
6,2013-12-21,7667.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,355,-0.17541259380427843,0.9844950085880858,1
7,2013-12-22,8094.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,356,-0.15845177496083632,0.9873667175937016,1
1,2013-12-23,8274.0,1,0,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,357,-0.14144406768794202,0.9899462489023779,0
2,2013-12-24,3215.0,1,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,358,-0.12439450483979998,0.9922328391893008,0
3,2013-12-25,6138.0,1,0,1,1,0,0,1,0.43388373911755823,-0.900968867902419,0.0,359,-0.10730813165636247,0.9942258118156161,0
4,2013-12-26,8513.0,1,0,1,1,0,0,1,-0.433883739117558,-0.9009688679024191,0.0,360,-0.09019000427034513,0.9959245770286599,0
5,2013-12-27,6064.0,1,0,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,361,-0.07304518821104743,0.9973286321364752,0
6,2013-12-28,6061.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.0,362,-0.05587875690537313,0.9984375616565666,1
7,2013-12-29,12800.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.0,363,-0.03869579017652689,0.9992510374388481,1
1,2013-12-30,8031.0,1,0,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.0,364,-0.021501372740813793,0.999768818762748,0
2,2013-12-31,5324.0,1,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,365,-0.004300592702981974,0.9999907524084426,0
3,2014-01-01,4184.0,1,0,1,1,1,0,0,0.43388373911755823,-0.900968867902419,0.5,1,0.017201575418260506,0.9998520419557735,0
4,2014-01-02,6218.0,1,0,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,2,0.03439806061360801,0.9994082116062598,0
5,2014-01-03,5851.0,1,0,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,3,0.051584366869408364,0.9986686402879997,0
6,2014-01-04,6098.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,4,0.06875540848113941,0.9976335468520451,1
7,2014-01-05,10465.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,5,0.08590610426133272,0.9963032375991965,1
1,2014-01-06,8393.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,6,0.10303137904317879,0.9946781061893646,0
2,2014-01-07,7818.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,7,0.1201261651823505,0.9927586335250793,0
3,2014-01-08,7448.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,8,0.13718540405660057,0.9905453876091833,0
4,2014-01-09,6162.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,9,0.1542040475626894,0.988039023376751,0
5,2014-01-10,7242.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,10,0.17117705961019986,0.985240282501282,0
6,2014-01-11,5028.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,11,0.18809941761179758,0.9821499931752291,1
