day_week,fecha,Sales,Customers,is_open,Promo,SchoolHoliday,StateHoliday_0,StateHoliday_a,StateHoliday_b,StateHoliday_c,Year,day_year,day_month,is_weekend,month
1,2013-11-19,9154.0,970.0,1,1,0,0,0,0,0,2013,323,19,0,10
2,2013-11-20,0.0,0.0,0,1,0,1,1,0,0,2013,324,20,0,10
3,2013-11-21,8754.0,927.0,1,1,0,0,0,0,0,2013,325,21,0,10
4,2013-11-22,8195.0,868.0,1,1,0,0,0,0,0,2013,326,22,0,10
5,2013-11-23,4432.0,442.0,1,0,0,0,0,0,0,2013,327,23,1,10
6,2013-11-24,0.0,0.0,0,0,0,0,0,0,0,2013,328,24,1,10
0,2013-11-25,7101.0,824.0,1,0,0,0,0,0,0,2013,329,25,0,10
1,2013-11-26,6186.0,744.0,1,0,0,0,0,0,0,2013,330,26,0,10
2,2013-11-27,6467.0,722.0,1,0,0,0,0,0,0,2013,331,27,0,10
3,2013-11-28,6728.0,748.0,1,0,0,0,0,0,0,2013,332,28,0,10
4,2013-11-29,8364.0,864.0,1,0,0,0,0,0,0,2013,333,29,0,10
5,2013-11-30,5335.0,568.0,1,0,0,0,0,0,0,2013,334,30,1,10
6,2013-12-01,0.0,0.0,0,0,0,0,0,0,0,2013,335,1,1,11
0,2013-12-02,10992.0,1111.0,1,1,0,0,0,0,0,2013,336,2,0,11
1,2013-12-03,9182.0,944.0,1,1,0,0,0,0,0,2013,337,3,0,11
2,2013-12-04,8531.0,930.0,1,1,0,0,0,0,0,2013,338,4,0,11
3,2013-12-05,9665.0,980.0,1,1,0,0,0,0,0,2013,339,5,0,11
4,2013-12-06,7941.0,818.0,1,1,0,0,0,0,0,2013,340,6,0,11
5,2013-12-07,4437.0,467.0,1,0,0,0,0,0,0,2013,341,7,1,11
6,2013-12-08,0.0,0.0,0,0,0,0,0,0,0,2013,342,8,1,11
0,2013-12-09,6090.0,723.0,1,0,0,0,0,0,0,2013,343,9,0,11
1,2013-12-10,7418.0,874.0,1,0,0,0,0,0,0,2013,344,10,0,11
2,2013-12-11,6498.0,772.0,1,0,0,0,0,0,0,2013,345,11,0,11
3,2013-12-12,6717.0,798.0,1,0,0,0,0,0,0,2013,346,12,0,11
4,2013-12-13,7312.0,817.0,1,0,0,0,0,0,0,2013,347,13,0,11
5,2013-12-14,5885.0,597.0,1,0,0,0,0,0,0,2013,348,14,1,11
6,2013-12-15,0.0,0.0,0,0,0,0,0,0,0,2013,349,15,1,11
0,2013-12-16,11139.0,1109.0,1,1,0,0,0,0,0,2013,350,16,0,11
1,2013-12-17,9041.0,890.0,1,1,0,0,0,0,0,2013,351,17,0,11
2,2013-12-18,7958.0,847.0,1,1,0,0,0,0,0,2013,352,18,0,11
3,2013-12-19,8291.0,840.0,1,1,0,0,0,0,0,2013,353,19,0,11
4,2013-12-20,8857.0,909.0,1,1,0,0,0,0,0,2013,354,20,0,11
5,2013-12-21,5524.0,613.0,1,0,0,0,0,0,0,2013,355,21,1,11
6,2013-12-22,0.0,0.0,0,0,0,0,0,0,0,2013,356,22,1,11
0,2013-12-23,9914.0,1093.0,1,0,1,0,0,0,0,2013,357,23,0,11
1,2013-12-24,3449.0,414.0,1,0,1,0,0,0,0,2013,358,24,0,11
2,2013-12-25,0.0,0.0,0,0,1,1,0,0,1,2013,359,25,0,11
3,2013-12-26,0.0,0.0,0,0,1,1,0,0,1,2013,360,26,0,11
4,2013-12-27,4915.0,613.0,1,0,1,0,0,0,0,2013,361,27,0,11
5,2013-12-28,3717.0,477.0,1,0,0,0,0,0,0,2013,362,28,1,11
6,2013-12-29,0.0,0.0,0,0,0,0,0,0,0,2013,363,29,1,11
0,2013-12-30,6980.0,767.0,1,0,1,0,0,0,0,2013,364,30,0,11
1,2013-12-31,2739.0,362.0,1,0,1,0,0,0,0,2013,365,31,0,11
2,2014-01-01,0.0,0.0,0,0,1,1,1,0,0,2014,1,1,0,0
3,2014-01-02,4778.0,563.0,1,0,1,0,0,0,0,2014,2,2,0,0
4,2014-01-03,4842.0,613.0,1,0,1,0,0,0,0,2014,3,3,0,0
5,2014-01-04,3031.0,389.0,1,0,0,0,0,0,0,2014,4,4,1,0
6,2014-01-05,0.0,0.0,0,0,0,0,0,0,0,2014,5,5,1,0
0,2014-01-06,7703.0,806.0,1,1,0,0,0,0,0,2014,6,6,0,0
1,2014-01-07,6196.0,697.0,1,1,0,0,0,0,0,2014,7,7,0,0
2,2014-01-08,5894.0,664.0,1,1,0,0,0,0,0,2014,8,8,0,0
3,2014-01-09,5018.0,619.0,1,1,0,0,0,0,0,2014,9,9,0,0
4,2014-01-10,6125.0,668.0,1,1,0,0,0,0,0,2014,10,10,0,0
5,2014-01-11,2964.0,386.0,1,0,0,0,0,0,0,2014,11,11,1,0
6,2014-01-12,0.0,0.0,0,0,0,0,0,0,0,2014,12,12,1,0
0,2014-01-13,4574.0,601.0,1,0,0,0,0,0,0,2014,13,13,0,0
1,2014-01-14,3820.0,509.0,1,0,0,0,0,0,0,2014,14,14,0,0
2,2014-01-15,4008.0,515.0,1,0,0,0,0,0,0,2014,15,15,0,0
3,2014-01-16,4220.0,560.0,1,0,0,0,0,0,0,2014,16,16,0,0
4,2014-01-17,4563.0,567.0,1,0,0,0,0,0,0,2014,17,17,0,0
5,2014-01-18,3141.0,384.0,1,0,0,0,0,0,0,2014,18,18,1,0
6,2014-01-19,0.0,0.0,0,0,0,0,0,0,0,2014,19,19,1,0
0,2014-01-20,6655.0,705.0,1,1,0,0,0,0,0,2014,20,20,0,0
1,2014-01-21,5838.0,638.0,1,1,0,0,0,0,0,2014,21,21,0,0
2,2014-01-22,5416.0,609.0,1,1,0,0,0,0,0,2014,22,22,0,0
3,2014-01-23,4755.0,571.0,1,1,0,0,0,0,0,2014,23,23,0,0
4,2014-01-24,5716.0,700.0,1,1,0,0,0,0,0,2014,24,24,0,0
5,2014-01-25,2721.0,312.0,1,0,0,0,0,0,0,2014,25,25,1,0
6,2014-01-26,0.0,0.0,0,0,0,0,0,0,0,2014,26,26,1,0
0,2014-01-27,4048.0,505.0,1,0,0,0,0,0,0,2014,27,27,0,0
1,2014-01-28,4094.0,539.0,1,0,0,0,0,0,0,2014,28,28,0,0
2,2014-01-29,4178.0,509.0,1,0,0,0,0,0,0,2014,29,29,0,0
3,2014-01-30,4398.0,534.0,1,0,0,0,0,0,0,2014,30,30,0,0
4,2014-01-31,5055.0,631.0,1,0,0,0,0,0,0,2014,31,31,0,0
5,2014-02-01,3316.0,396.0,1,0,0,0,0,0,0,2014,32,1,1,1
6,2014-02-02,0.0,0.0,0,0,0,0,0,0,0,2014,33,2,1,1
0,2014-02-03,7748.0,851.0,1,1,0,0,0,0,0,2014,34,3,0,1
1,2014-02-04,6322.0,673.0,1,1,0,0,0,0,0,2014,35,4,0,1
2,2014-02-05,6017.0,695.0,1,1,0,0,0,0,0,2014,36,5,0,1
3,2014-02-06,5168.0,607.0,1,1,0,0,0,0,0,2014,37,6,0,1
4,2014-02-07,5896.0,639.0,1,1,0,0,0,0,0,2014,38,7,0,1
5,2014-02-08,3496.0,403.0,1,0,0,0,0,0,0,2014,39,8,1,1
6,2014-02-09,0.0,0.0,0,0,0,0,0,0,0,2014,40,9,1,1
0,2014-02-10,4371.0,602.0,1,0,0,0,0,0,0,2014,41,10,0,1
1,2014-02-11,4535.0,603.0,1,0,0,0,0,0,0,2014,42,11,0,1
2,2014-02-12,4605.0,569.0,1,0,0,0,0,0,0,2014,43,12,0,1
3,2014-02-13,4564.0,572.0,1,0,0,0,0,0,0,2014,44,13,0,1
4,2014-02-14,4938.0,606.0,1,0,0,0,0,0,0,2014,45,14,0,1
5,2014-02-15,3054.0,340.0,1,0,0,0,0,0,0,2014,46,15,1,1
6,2014-02-16,0.0,0.0,0,0,0,0,0,0,0,2014,47,16,1,1
0,2014-02-17,7218.0,754.0,1,1,1,0,0,0,0,2014,48,17,0,1
1,2014-02-18,5867.0,657.0,1,1,1,0,0,0,0,2014,49,18,0,1
2,2014-02-19,5552.0,646.0,1,1,1,0,0,0,0,2014,50,19,0,1
3,2014-02-20,5352.0,641.0,1,1,1,0,0,0,0,2014,51,20,0,1
4,2014-02-21,5097.0,612.0,1,1,1,0,0,0,0,2014,52,21,0,1
5,2014-02-22,2963.0,375.0,1,0,0,0,0,0,0,2014,53,22,1,1
6,2014-02-23,0.0,0.0,0,0,0,0,0,0,0,2014,54,23,1,1
0,2014-02-24,4557.0,593.0,1,0,1,0,0,0,0,2014,55,24,0,1
1,2014-02-25,4152.0,535.0,1,0,1,0,0,0,0,2014,56,25,0,1
2,2014-02-26,4111.0,545.0,1,0,1,0,0,0,0,2014,57,26,0,1
3,2014-02-27,4045.0,537.0,1,0,1,0,0,0,0,2014,58,27,0,1
4,2014-02-28,5235.0,624.0,1,0,1,0,0,0,0,2014,59,28,0,1
5,2014-03-01,3492.0,405.0,1,0,0,0,0,0,0,2014,60,1,1,2
6,2014-03-02,0.0,0.0,0,0,0,0,0,0,0,2014,61,2,1,2
0,2014-03-03,8942.0,904.0,1,1,0,0,0,0,0,2014,62,3,0,2
1,2014-03-04,6309.0,712.0,1,1,0,0,0,0,0,2014,63,4,0,2
2,2014-03-05,6301.0,727.0,1,1,0,0,0,0,0,2014,64,5,0,2
3,2014-03-06,5653.0,678.0,1,1,0,0,0,0,0,2014,65,6,0,2
4,2014-03-07,5948.0,703.0,1,1,0,0,0,0,0,2014,66,7,0,2
5,2014-03-08,3219.0,389.0,1,0,0,0,0,0,0,2014,67,8,1,2
6,2014-03-09,0.0,0.0,0,0,0,0,0,0,0,2014,68,9,1,2
0,2014-03-10,4506.0,619.0,1,0,0,0,0,0,0,2014,69,10,0,2
1,2014-03-11,4224.0,572.0,1,0,0,0,0,0,0,2014,70,11,0,2
2,2014-03-12,4806.0,573.0,1,0,0,0,0,0,0,2014,71,12,0,2
3,2014-03-13,4291.0,557.0,1,0,0,0,0,0,0,2014,72,13,0,2
4,2014-03-14,4669.0,583.0,1,0,0,0,0,0,0,2014,73,14,0,2
5,2014-03-15,3274.0,387.0,1,0,0,0,0,0,0,2014,74,15,1,2
6,2014-03-16,0.0,0.0,0,0,0,0,0,0,0,2014,75,16,1,2
0,2014-03-17,7302.0,759.0,1,1,0,0,0,0,0,2014,76,17,0,2
1,2014-03-18,6933.0,739.0,1,1,0,0,0,0,0,2014,77,18,0,2
2,2014-03-19,5357.0,631.0,1,1,0,0,0,0,0,2014,78,19,0,2
3,2014-03-20,4773.0,619.0,1,1,0,0,0,0,0,2014,79,20,0,2
4,2014-03-21,5517.0,662.0,1,1,0,0,0,0,0,2014,80,21,0,2
5,2014-03-22,2976.0,362.0,1,0,0,0,0,0,0,2014,81,22,1,2
6,2014-03-23,0.0,0.0,0,0,0,0,0,0,0,2014,82,23,1,2
0,2014-03-24,4353.0,557.0,1,0,0,0,0,0,0,2014,83,24,0,2
1,2014-03-25,4311.0,563.0,1,0,0,0,0,0,0,2014,84,25,0,2
2,2014-03-26,4463.0,598.0,1,0,0,0,0,0,0,2014,85,26,0,2
3,2014-03-27,3907.0,523.0,1,0,0,0,0,0,0,2014,86,27,0,2
4,2014-03-28,4891.0,574.0,1,0,0,0,0,0,0,2014,87,28,0,2
5,2014-03-29,2968.0,337.0,1,0,0,0,0,0,0,2014,88,29,1,2
6,2014-03-30,0.0,0.0,0,0,0,0,0,0,0,2014,89,30,1,2
0,2014-03-31,8488.0,841.0,1,1,0,0,0,0,0,2014,90,31,0,2
1,2014-04-01,7387.0,785.0,1,1,0,0,0,0,0,2014,91,1,0,3
2,2014-04-02,6685.0,740.0,1,1,0,0,0,0,0,2014,92,2,0,3
3,2014-04-03,5790.0,666.0,1,1,0,0,0,0,0,2014,93,3,0,3
4,2014-04-04,5834.0,648.0,1,1,0,0,0,0,0,2014,94,4,0,3
5,2014-04-05,3335.0,365.0,1,0,0,0,0,0,0,2014,95,5,1,3
6,2014-04-06,0.0,0.0,0,0,0,0,0,0,0,2014,96,6,1,3
0,2014-04-07,4749.0,645.0,1,0,0,0,0,0,0,2014,97,7,0,3
1,2014-04-08,4754.0,620.0,1,0,0,0,0,0,0,2014,98,8,0,3
2,2014-04-09,4196.0,537.0,1,0,0,0,0,0,0,2014,99,9,0,3
3,2014-04-10,4077.0,535.0,1,0,0,0,0,0,0,2014,100,10,0,3
4,2014-04-11,4889.0,587.0,1,0,0,0,0,0,0,2014,101,11,0,3
5,2014-04-12,3350.0,377.0,1,0,0,0,0,0,0,2014,102,12,1,3
6,2014-04-13,0.0,0.0,0,0,0,0,0,0,0,2014,103,13,1,3
0,2014-04-14,8204.0,818.0,1,1,0,0,0,0,0,2014,104,14,0,3
1,2014-04-15,7890.0,806.0,1,1,0,0,0,0,0,2014,105,15,0,3
2,2014-04-16,7317.0,776.0,1,1,0,0,0,0,0,2014,106,16,0,3
3,2014-04-17,7618.0,841.0,1,1,0,0,0,0,0,2014,107,17,0,3
4,2014-04-18,0.0,0.0,0,1,1,1,0,1,0,2014,108,18,0,3
5,2014-04-19,4415.0,506.0,1,0,0,0,0,0,0,2014,109,19,1,3
6,2014-04-20,0.0,0.0,0,0,0,0,0,0,0,2014,110,20,1,3
0,2014-04-21,0.0,0.0,0,0,1,1,0,1,0,2014,111,21,0,3
1,2014-04-22,5001.0,655.0,1,0,1,0,0,0,0,2014,112,22,0,3
2,2014-04-23,4270.0,565.0,1,0,1,0,0,0,0,2014,113,23,0,3
3,2014-04-24,4718.0,568.0,1,0,1,0,0,0,0,2014,114,24,0,3
4,2014-04-25,4341.0,579.0,1,0,1,0,0,0,0,2014,115,25,0,3
5,2014-04-26,3063.0,357.0,1,0,0,0,0,0,0,2014,116,26,1,3
6,2014-04-27,0.0,0.0,0,0,0,0,0,0,0,2014,117,27,1,3
0,2014-04-28,7894.0,808.0,1,1,0,0,0,0,0,2014,118,28,0,3
1,2014-04-29,6236.0,668.0,1,1,0,0,0,0,0,2014,119,29,0,3
2,2014-04-30,7710.0,799.0,1,1,0,0,0,0,0,2014,120,30,0,3
3,2014-05-01,0.0,0.0,0,1,0,1,1,0,0,2014,121,1,0,4
4,2014-05-02,6945.0,732.0,1,1,0,0,0,0,0,2014,122,2,0,4
5,2014-05-03,3711.0,416.0,1,0,0,0,0,0,0,2014,123,3,1,4
6,2014-05-04,0.0,0.0,0,0,0,0,0,0,0,2014,124,4,1,4
0,2014-05-05,7722.0,804.0,1,1,0,0,0,0,0,2014,125,5,0,4
1,2014-05-06,6304.0,758.0,1,1,0,0,0,0,0,2014,126,6,0,4
2,2014-05-07,6073.0,661.0,1,1,0,0,0,0,0,2014,127,7,0,4
3,2014-05-08,5427.0,622.0,1,1,0,0,0,0,0,2014,128,8,0,4
4,2014-05-09,5534.0,627.0,1,1,0,0,0,0,0,2014,129,9,0,4
5,2014-05-10,3718.0,424.0,1,0,0,0,0,0,0,2014,130,10,1,4
6,2014-05-11,0.0,0.0,0,0,0,0,0,0,0,2014,131,11,1,4
0,2014-05-12,4643.0,618.0,1,0,0,0,0,0,0,2014,132,12,0,4
1,2014-05-13,4166.0,542.0,1,0,0,0,0,0,0,2014,133,13,0,4
2,2014-05-14,4309.0,566.0,1,0,0,0,0,0,0,2014,134,14,0,4
3,2014-05-15,4261.0,560.0,1,0,0,0,0,0,0,2014,135,15,0,4
4,2014-05-16,4848.0,604.0,1,0,0,0,0,0,0,2014,136,16,0,4
5,2014-05-17,3045.0,365.0,1,0,0,0,0,0,0,2014,137,17,1,4
6,2014-05-18,0.0,0.0,0,0,0,0,0,0,0,2014,138,18,1,4
0,2014-05-19,7335.0,772.0,1,1,0,0,0,0,0,2014,139,19,0,4
1,2014-05-20,6093.0,714.0,1,1,0,0,0,0,0,2014,140,20,0,4
2,2014-05-21,5945.0,668.0,1,1,0,0,0,0,0,2014,141,21,0,4
3,2014-05-22,6049.0,678.0,1,1,0,0,0,0,0,2014,142,22,0,4
4,2014-05-23,5324.0,610.0,1,1,0,0,0,0,0,2014,143,23,0,4
5,2014-05-24,3165.0,382.0,1,0,0,0,0,0,0,2014,144,24,1,4
6,2014-05-25,0.0,0.0,0,0,0,0,0,0,0,2014,145,25,1,4
0,2014-05-26,5274.0,635.0,1,0,0,0,0,0,0,2014,146,26,0,4
1,2014-05-27,4179.0,497.0,1,0,0,0,0,0,0,2014,147,27,0,4
2,2014-05-28,5015.0,616.0,1,0,0,0,0,0,0,2014,148,28,0,4
3,2014-05-29,0.0,0.0,0,0,0,1,1,0,0,2014,149,29,0,4
4,2014-05-30,6171.0,689.0,1,0,1,0,0,0,0,2014,150,30,0,4
5,2014-05-31,3438.0,403.0,1,0,0,0,0,0,0,2014,151,31,1,4
6,2014-06-01,0.0,0.0,0,0,0,0,0,0,0,2014,152,1,1,5
0,2014-06-02,8111.0,857.0,1,1,0,0,0,0,0,2014,153,2,0,5
1,2014-06-03,6792.0,710.0,1,1,0,0,0,0,0,2014,154,3,0,5
2,2014-06-04,5885.0,657.0,1,1,0,0,0,0,0,2014,155,4,0,5
3,2014-06-05,5409.0,646.0,1,1,0,0,0,0,0,2014,156,5,0,5
4,2014-06-06,6658.0,716.0,1,1,0,0,0,0,0,2014,157,6,0,5
5,2014-06-07,2355.0,301.0,1,0,0,0,0,0,0,2014,158,7,1,5
6,2014-06-08,0.0,0.0,0,0,0,0,0,0,0,2014,159,8,1,5
0,2014-06-09,0.0,0.0,0,0,0,1,1,0,0,2014,160,9,0,5
1,2014-06-10,5179.0,651.0,1,0,0,0,0,0,0,2014,161,10,0,5
2,2014-06-11,4961.0,594.0,1,0,0,0,0,0,0,2014,162,11,0,5
3,2014-06-12,4546.0,619.0,1,0,0,0,0,0,0,2014,163,12,0,5
4,2014-06-13,5461.0,642.0,1,0,0,0,0,0,0,2014,164,13,0,5
5,2014-06-14,3171.0,346.0,1,0,0,0,0,0,0,2014,165,14,1,5
6,2014-06-15,0.0,0.0,0,0,0,0,0,0,0,2014,166,15,1,5
0,2014-06-16,7068.0,804.0,1,1,0,0,0,0,0,2014,167,16,0,5
1,2014-06-17,6429.0,705.0,1,1,0,0,0,0,0,2014,168,17,0,5
2,2014-06-18,6214.0,684.0,1,1,0,0,0,0,0,2014,169,18,0,5
3,2014-06-19,5173.0,621.0,1,1,0,1,1,0,0,2014,170,19,0,5
4,2014-06-20,5661.0,652.0,1,1,0,0,0,0,0,2014,171,20,0,5
5,2014-06-21,3093.0,367.0,1,0,0,0,0,0,0,2014,172,21,1,5
6,2014-06-22,0.0,0.0,0,0,0,0,0,0,0,2014,173,22,1,5
0,2014-06-23,4689.0,586.0,1,0,0,0,0,0,0,2014,174,23,0,5
1,2014-06-24,3938.0,579.0,1,0,0,0,0,0,0,2014,175,24,0,5
2,2014-06-25,4299.0,549.0,1,0,0,0,0,0,0,2014,176,25,0,5
3,2014-06-26,4103.0,513.0,1,0,0,0,0,0,0,2014,177,26,0,5
4,2014-06-27,4786.0,576.0,1,0,0,0,0,0,0,2014,178,27,0,5
5,2014-06-28,3343.0,353.0,1,0,0,0,0,0,0,2014,179,28,1,5
6,2014-06-29,0.0,0.0,0,0,0,0,0,0,0,2014,180,29,1,5
0,2014-06-30,7662.0,784.0,1,1,0,0,0,0,0,2014,181,30,0,5
1,2014-07-01,7543.0,805.0,1,1,0,0,0,0,0,2014,182,1,0,6
2,2014-07-02,6288.0,684.0,1,1,0,0,0,0,0,2014,183,2,0,6
3,2014-07-03,6101.0,705.0,1,1,0,0,0,0,0,2014,184,3,0,6
4,2014-07-04,5783.0,657.0,1,1,0,0,0,0,0,2014,185,4,0,6
5,2014-07-05,3407.0,379.0,1,0,0,0,0,0,0,2014,186,5,1,6
6,2014-07-06,0.0,0.0,0,0,0,0,0,0,0,2014,187,6,1,6
0,2014-07-07,4690.0,604.0,1,0,0,0,0,0,0,2014,188,7,0,6
1,2014-07-08,4259.0,536.0,1,0,0,0,0,0,0,2014,189,8,0,6
2,2014-07-09,4463.0,580.0,1,0,0,0,0,0,0,2014,190,9,0,6
3,2014-07-10,3883.0,534.0,1,0,0,0,0,0,0,2014,191,10,0,6
4,2014-07-11,4599.0,552.0,1,0,0,0,0,0,0,2014,192,11,0,6
5,2014-07-12,3054.0,357.0,1,0,0,0,0,0,0,2014,193,12,1,6
6,2014-07-13,0.0,0.0,0,0,0,0,0,0,0,2014,194,13,1,6
0,2014-07-14,6693.0,703.0,1,1,0,0,0,0,0,2014,195,14,0,6
1,2014-07-15,6831.0,720.0,1,1,0,0,0,0,0,2014,196,15,0,6
2,2014-07-16,5827.0,683.0,1,1,0,0,0,0,0,2014,197,16,0,6
3,2014-07-17,5440.0,620.0,1,1,0,0,0,0,0,2014,198,17,0,6
4,2014-07-18,5582.0,630.0,1,1,0,0,0,0,0,2014,199,18,0,6
5,2014-07-19,3327.0,356.0,1,0,0,0,0,0,0,2014,200,19,1,6
6,2014-07-20,0.0,0.0,0,0,0,0,0,0,0,2014,201,20,1,6
0,2014-07-21,4296.0,578.0,1,0,1,0,0,0,0,2014,202,21,0,6
1,2014-07-22,4238.0,537.0,1,0,1,0,0,0,0,2014,203,22,0,6
2,2014-07-23,4275.0,513.0,1,0,1,0,0,0,0,2014,204,23,0,6
3,2014-07-24,4230.0,498.0,1,0,1,0,0,0,0,2014,205,24,0,6
4,2014-07-25,4128.0,521.0,1,0,1,0,0,0,0,2014,206,25,0,6
5,2014-07-26,2771.0,312.0,1,0,0,0,0,0,0,2014,207,26,1,6
6,2014-07-27,0.0,0.0,0,0,0,0,0,0,0,2014,208,27,1,6
0,2014-07-28,6093.0,670.0,1,1,1,0,0,0,0,2014,209,28,0,6
1,2014-07-29,5658.0,633.0,1,1,1,0,0,0,0,2014,210,29,0,6
2,2014-07-30,5589.0,598.0,1,1,1,0,0,0,0,2014,211,30,0,6
3,2014-07-31,5933.0,648.0,1,1,1,0,0,0,0,2014,212,31,0,6
4,2014-08-01,5931.0,635.0,1,1,1,0,0,0,0,2014,213,1,0,7
5,2014-08-02,3201.0,365.0,1,0,0,0,0,0,0,2014,214,2,1,7
6,2014-08-03,0.0,0.0,0,0,0,0,0,0,0,2014,215,3,1,7
0,2014-08-04,6550.0,702.0,1,1,1,0,0,0,0,2014,216,4,0,7
1,2014-08-05,5611.0,665.0,1,1,1,0,0,0,0,2014,217,5,0,7
2,2014-08-06,5310.0,586.0,1,1,1,0,0,0,0,2014,218,6,0,7
3,2014-08-07,5251.0,576.0,1,1,1,0,0,0,0,2014,219,7,0,7
4,2014-08-08,5351.0,619.0,1,1,1,0,0,0,0,2014,220,8,0,7
5,2014-08-09,3023.0,343.0,1,0,0,0,0,0,0,2014,221,9,1,7
6,2014-08-10,0.0,0.0,0,0,0,0,0,0,0,2014,222,10,1,7
0,2014-08-11,4552.0,594.0,1,0,1,0,0,0,0,2014,223,11,0,7
1,2014-08-12,4140.0,528.0,1,0,1,0,0,0,0,2014,224,12,0,7
2,2014-08-13,4153.0,534.0,1,0,1,0,0,0,0,2014,225,13,0,7
3,2014-08-14,3930.0,507.0,1,0,1,0,0,0,0,2014,226,14,0,7
4,2014-08-15,4115.0,523.0,1,0,1,0,0,0,0,2014,227,15,0,7
5,2014-08-16,2910.0,335.0,1,0,0,0,0,0,0,2014,228,16,1,7
6,2014-08-17,0.0,0.0,0,0,0,0,0,0,0,2014,229,17,1,7
0,2014-08-18,6426.0,706.0,1,1,1,0,0,0,0,2014,230,18,0,7
1,2014-08-19,5209.0,612.0,1,1,1,0,0,0,0,2014,231,19,0,7
2,2014-08-20,5354.0,633.0,1,1,1,0,0,0,0,2014,232,20,0,7
3,2014-08-21,4849.0,553.0,1,1,1,0,0,0,0,2014,233,21,0,7
4,2014-08-22,5012.0,580.0,1,1,1,0,0,0,0,2014,234,22,0,7
5,2014-08-23,2822.0,345.0,1,0,0,0,0,0,0,2014,235,23,1,7
6,2014-08-24,0.0,0.0,0,0,0,0,0,0,0,2014,236,24,1,7
0,2014-08-25,4330.0,602.0,1,0,1,0,0,0,0,2014,237,25,0,7
1,2014-08-26,3768.0,507.0,1,0,1,0,0,0,0,2014,238,26,0,7
2,2014-08-27,4467.0,519.0,1,0,1,0,0,0,0,2014,239,27,0,7
3,2014-08-28,3962.0,502.0,1,0,1,0,0,0,0,2014,240,28,0,7
4,2014-08-29,5142.0,620.0,1,0,1,0,0,0,0,2014,241,29,0,7
5,2014-08-30,3282.0,379.0,1,0,0,0,0,0,0,2014,242,30,1,7
6,2014-08-31,0.0,0.0,0,0,0,0,0,0,0,2014,243,31,1,7
0,2014-09-01,7586.0,807.0,1,1,0,0,0,0,0,2014,244,1,0,8
1,2014-09-02,5934.0,662.0,1,1,0,0,0,0,0,2014,245,2,0,8
2,2014-09-03,5741.0,634.0,1,1,0,0,0,0,0,2014,246,3,0,8
3,2014-09-04,5592.0,635.0,1,1,0,0,0,0,0,2014,247,4,0,8
4,2014-09-05,5642.0,628.0,1,1,0,0,0,0,0,2014,248,5,0,8
5,2014-09-06,2962.0,330.0,1,0,0,0,0,0,0,2014,249,6,1,8
6,2014-09-07,0.0,0.0,0,0,0,0,0,0,0,2014,250,7,1,8
0,2014-09-08,4439.0,593.0,1,0,0,0,0,0,0,2014,251,8,0,8
1,2014-09-09,4277.0,539.0,1,0,0,0,0,0,0,2014,252,9,0,8
2,2014-09-10,3911.0,516.0,1,0,0,0,0,0,0,2014,253,10,0,8
3,2014-09-11,4365.0,558.0,1,0,0,0,0,0,0,2014,254,11,0,8
4,2014-09-12,4558.0,516.0,1,0,0,0,0,0,0,2014,255,12,0,8
5,2014-09-13,3151.0,410.0,1,0,0,0,0,0,0,2014,256,13,1,8
6,2014-09-14,0.0,0.0,0,0,0,0,0,0,0,2014,257,14,1,8
0,2014-09-15,6826.0,738.0,1,1,0,0,0,0,0,2014,258,15,0,8
1,2014-09-16,5947.0,643.0,1,1,0,0,0,0,0,2014,259,16,0,8
2,2014-09-17,5298.0,614.0,1,1,0,0,0,0,0,2014,260,17,0,8
3,2014-09-18,5372.0,611.0,1,1,0,0,0,0,0,2014,261,18,0,8
4,2014-09-19,5151.0,610.0,1,1,0,0,0,0,0,2014,262,19,0,8
5,2014-09-20,3079.0,365.0,1,0,0,0,0,0,0,2014,263,20,1,8
6,2014-09-21,0.0,0.0,0,0,0,0,0,0,0,2014,264,21,1,8
0,2014-09-22,4131.0,538.0,1,0,0,0,0,0,0,2014,265,22,0,8
1,2014-09-23,4896.0,596.0,1,0,0,0,0,0,0,2014,266,23,0,8
2,2014-09-24,3951.0,499.0,1,0,0,0,0,0,0,2014,267,24,0,8
3,2014-09-25,3977.0,515.0,1,0,0,0,0,0,0,2014,268,25,0,8
4,2014-09-26,4521.0,524.0,1,0,0,0,0,0,0,2014,269,26,0,8
5,2014-09-27,2872.0,360.0,1,0,0,0,0,0,0,2014,270,27,1,8
6,2014-09-28,0.0,0.0,0,0,0,0,0,0,0,2014,271,28,1,8
0,2014-09-29,6397.0,710.0,1,1,0,0,0,0,0,2014,272,29,0,8
1,2014-09-30,7320.0,786.0,1,1,0,0,0,0,0,2014,273,30,0,8
2,2014-10-01,6808.0,734.0,1,1,0,0,0,0,0,2014,274,1,0,9
3,2014-10-02,6545.0,726.0,1,1,0,0,0,0,0,2014,275,2,0,9
4,2014-10-03,0.0,0.0,0,1,0,1,1,0,0,2014,276,3,0,9
5,2014-10-04,4176.0,432.0,1,0,0,0,0,0,0,2014,277,4,1,9
6,2014-10-05,0.0,0.0,0,0,0,0,0,0,0,2014,278,5,1,9
0,2014-10-06,7346.0,774.0,1,1,0,0,0,0,0,2014,279,6,0,9
1,2014-10-07,5981.0,652.0,1,1,0,0,0,0,0,2014,280,7,0,9
2,2014-10-08,5778.0,630.0,1,1,0,0,0,0,0,2014,281,8,0,9
